Accession,Number_of_N
IMS-10116-CVDP-66D1F563-7038-402A-A27D-911FA57D15CB,259
IMS-10116-CVDP-740FAC56-1E70-43A4-A126-C11BC7243D21,259
IMS-10116-CVDP-165264C3-8D51-477B-B83B-F86A17899CBE,332
IMS-10013-CVDP-01514,33
IMS-10116-CVDP-56B43E01-D2D3-42FF-9D16-7B3348D4DB3C,424
IMS-10013-CVDP-6D9C3251-7253-49EA-B70C-8C043DAB67DD,182
IMS-10116-CVDP-85D46FA3-CB26-48CF-83DF-D0079D31C66D,121
IMS-10116-CVDP-7FD4CB0B-A5E9-45EC-9B0A-708F96FB93AB,90
IMS-10116-CVDP-DEF142D2-FBD5-49CD-B4F7-F4319C05B3A7,381
IMS-10116-CVDP-63268A77-6B7C-40E4-9486-B840A66DA30D,257
IMS-10116-CVDP-F87E1CC8-E432-4A1B-8561-DDF68ACDB03A,635
IMS-10116-CVDP-CBB57AE8-97B7-428D-B66E-921618B7E583,1134
IMS-10116-CVDP-CBB723FF-79B0-45CE-8446-A51423E180A2,253
IMS-10116-CVDP-5705A684-4B51-4260-9041-F28AC3BC2393,418
IMS-10116-CVDP-C733E2EC-6E4A-4088-AB1F-41B4F1C590D1,543
IMS-10116-CVDP-4FCEC382-E159-4D83-A458-54F68A803910,259
IMS-10116-CVDP-8E6A9C84-4019-4909-AD4F-AB8754A12B30,381
IMS-10116-CVDP-D7577B8A-0D7C-4712-98A5-0EFA7814BE19,121
IMS-10013-CVDP-975245D7-56BE-467D-A8BE-348D8BAB9117,11
IMS-10013-CVDP-03F1D983-D915-4D4D-80ED-D0D5386F0FEE,222
IMS-10116-CVDP-04B000F7-4BFB-4B59-BC9D-4EBAC5176FA7,460
IMS-10116-CVDP-11ADFEB1-0C29-4DD1-9FBB-EB8E34902563,476
IMS-10013-CVDP-5265C4FC-8797-4285-815B-8765C24E267F,552
IMS-10116-CVDP-482423EA-3CE7-4B87-82FD-A6D2203716C8,259
IMS-10013-CVDP-BD65BB2E-F8AC-446B-9639-2EC235501A84,11
IMS-10116-CVDP-1D53B54E-F974-48FD-A434-BB1976A8F1B8,253
IMS-10116-CVDP-BE735BF5-E536-4DBA-BFC5-E5CF2EBA642D,499
IMS-10224-CVDP-9A8F2620-F0E3-4C7F-8882-921B0F21267B,513
IMS-10116-CVDP-3BA6A3FB-0371-47CE-A149-B7953B8FA2C7,448
IMS-10116-CVDP-B9BAAF1E-393A-4C65-B180-852B4235D146,728
IMS-10116-CVDP-086DB17F-F5D5-4E22-B901-AA0E851E843C,346
IMS-10013-CVDP-83BF94B3-2236-4118-80A6-5FC21489F6E4,344
IMS-10116-CVDP-08B3D303-5188-4F5B-8147-7E8291B85851,259
IMS-10116-CVDP-048FD67B-A56D-48D2-8A80-A276717B5BF9,694
IMS-10116-CVDP-4EB56CA5-2E7C-40B0-8F61-0E3EF3F101E0,259
IMS-10013-CVDP-1CED6F35-8474-4F4D-9A06-D22B2CB05116,39
IMS-10013-CVDP-D458C38B-AAE6-4ABB-9CD1-9E3C2AA212D7,40
IMS-10013-CVDP-376B1FA2-DC09-40C4-94E8-401FFE0C952B,31
IMS-10116-CVDP-13B81668-06FD-46F6-BF83-7682D67CDB7A,258
IMS-10116-CVDP-CC189593-4555-4133-A228-6155A43D3E2A,259
IMS-10116-CVDP-077FF05E-2773-4A8B-951C-BC811767D217,1248
IMS-10116-CVDP-57AB625E-167C-4DF2-8281-9ED9C211399A,259
IMS-10116-CVDP-7D6E62C5-BA08-4F92-AF21-2833E8DC5B30,690
IMS-10116-CVDP-903E3E46-023C-4223-A58B-91617925ED83,534
IMS-10116-CVDP-C657AA1C-5BE3-4D58-8619-535BB132854E,257
IMS-10116-CVDP-BB1AF757-CEBA-4FD5-9A5A-FCDF6360069B,251
IMS-10116-CVDP-D86FC7D3-E924-44B9-8C52-2366BB34F896,876
IMS-10116-CVDP-EE74FD94-015C-4ED7-AC5C-C3A15D075DBA,424
IMS-10116-CVDP-1C822E55-B178-4A7F-8B29-3A05B92629F5,253
IMS-10150-CVDP-C5A04F73-9C32-4E26-8913-9BF5DA143926,10
IMS-10116-CVDP-991EF6E9-C17C-47AB-A0AE-6A4747F34A10,259
IMS-10116-CVDP-C2D9DBCC-4D80-41F3-AC98-D549A8CBC447,121
IMS-10116-CVDP-173784CA-70D3-4951-80C6-9371F8AF530F,121
IMS-10116-CVDP-0A46102F-83B2-4A8F-8D39-365117C4AFEC,638
IMS-10013-CVDP-DCFBDDB0-BF18-4926-9BC6-D05A487501F3,347
IMS-10116-CVDP-1389ED54-5A1D-4962-A21B-65AAD2553159,586
IMS-10116-CVDP-4FDF9D29-76EB-47E8-A51E-3D3A144627F8,83
IMS-10116-CVDP-AC20AF2A-F436-40A9-B69C-7E49F4E048E4,253
IMS-10116-CVDP-862B7E51-1878-4F16-AACF-3356326B531F,259
IMS-10224-CVDP-2134A451-A210-42B2-ADFF-16194FA93C43,0
IMS-10116-CVDP-F8F057FB-48BB-4EA3-ACAE-0A3E286A163C,474
IMS-10013-CVDP-C94B8154-40E4-46D2-A3A0-5169CA2FBDB1,279
IMS-10013-CVDP-9CC620B3-30B7-4BDA-86EA-C835CF76DF7C,34
IMS-10013-CVDP-F37DB38E-66AD-402D-B928-52338B5DCBC4,191
IMS-10116-CVDP-1F806F1A-FC28-40D8-A245-8207E53F32D2,259
IMS-10013-CVDP-2D6D5E2F-D458-4027-86E1-4B1B5B87E9F6,38
IMS-10116-CVDP-08636B34-BC63-4950-AF2C-8F9B7CB6CAE3,253
IMS-10013-CVDP-162F14A2-9253-43C2-80B5-DF68F68EEAB7,60
IMS-10013-CVDP-73A50153-6D38-4690-9B4C-36E3099A1837,36
IMS-10116-CVDP-29F2935E-7469-4D72-BBFD-1EDF44F1097D,360
IMS-10224-CVDP-7045C1D6-1627-430B-9868-9E11E837BED5,604
IMS-10116-CVDP-91F1B9F9-960A-4F92-A1B1-E7C15CA0D69E,253
IMS-10013-CVDP-766452F7-323C-431A-AA84-F08B7033C2BB,11
IMS-10116-CVDP-C2320C7D-956D-4157-A823-1C4FF8EAAC2B,393
IMS-10116-CVDP-F98A0FD5-4A2B-4780-99C7-7298DC86E10E,124
IMS-10116-CVDP-3973CF59-AA6E-49FF-90A5-79B54821EB1F,650
IMS-10116-CVDP-211348FE-F4CA-45EB-97A3-04EEA4EC9E5B,259
IMS-10116-CVDP-19BE7E95-71C4-4537-B821-2C75B199F992,253
IMS-10116-CVDP-46FA890A-6314-4A86-8E2E-1C94416BCFF6,424
IMS-10224-CVDP-24924ACA-0EEE-4975-B6A9-461B1A533C45,522
IMS-10224-CVDP-9C0405C9-1875-4B08-B14D-72D86A05ACA8,1216
IMS-10116-CVDP-F1EE7971-D3F3-400F-AE4A-3CA5373E536B,251
IMS-10116-CVDP-8A92CBDC-E0D3-410C-BE60-0668BF137484,253
IMS-10116-CVDP-4340F84B-1453-4E97-BB59-E0DCE61EC031,471
IMS-10013-CVDP-8B20FAC7-5DB7-4FEB-8E2F-2BCC2E1A74B2,4
IMS-10116-CVDP-778AED2B-61A3-46F6-97A2-FA3497109E2F,474
IMS-10116-CVDP-CE76A01A-2FE7-4FCE-B246-5B27B22C2C88,149
IMS-10116-CVDP-17F4CAFF-2274-4798-B6AF-D2536271210B,367
IMS-10116-CVDP-B3A10933-DCF7-4EBB-BC6D-505BA3C1E8CD,418
IMS-10116-CVDP-7D5E9BEA-2349-4CF4-9FD4-67074C7231D5,254
IMS-10116-CVDP-DA42CC4C-4266-40AA-B3A3-FDEA2CFE775F,432
IMS-10036-CVDP-00166,0
IMS-10116-CVDP-77D0FD47-FB20-4402-AAF2-80EC0D8830DD,253
IMS-10116-CVDP-55262F2D-8843-41C8-AD1D-28CE060AE52F,416
IMS-10116-CVDP-D8CDCE9E-22C1-47BF-828D-83CCD9795588,382
IMS-10116-CVDP-D50F3E34-C4F5-4F0A-9325-34BA7DF6B296,249
IMS-10116-CVDP-1192FA27-2327-4E82-BFF5-D575F7671210,351
IMS-10116-CVDP-04825FCB-957A-4361-94FE-D6C640F10276,253
IMS-10116-CVDP-4E0312A5-E293-4398-B354-25C11349FEF4,259
IMS-10116-CVDP-991E9804-BC5F-462D-B884-1DA2A84F4FC7,437
IMS-10116-CVDP-40D8117D-CB25-4CE4-A80D-7536C7900605,445
IMS-10116-CVDP-F1E94FB0-5EE4-48CF-B1FD-B5487EC9934A,255
IMS-10013-CVDP-2D670134-60EE-4977-850C-7B3D8EE53766,263
IMS-10116-CVDP-0001F110-8F4F-4F84-9B23-9A4A860ECD2C,386
IMS-10013-CVDP-16961936-2E47-42D9-8C9C-DEA64CF8F5E6,547
IMS-10036-CVDP-F56B6E36-8881-4011-829E-F45018EDE7BE,90
IMS-10036-CVDP-74D16F44-9FF6-4869-88E0-FA0E10BE1E8C,371
IMS-10025-CVDP-00296,236
IMS-10036-CVDP-2980BCBE-AE53-48E7-966B-E01B2C1AB448,133
IMS-10116-CVDP-237FC671-BF8B-4B53-B09A-16F6E61C525F,317
IMS-10224-CVDP-E6B3323E-B343-4ECF-8CD7-31D8C4C7DABD,909
IMS-10116-CVDP-D58CE69B-C867-4FF3-AFDE-E38C56FC4B96,424
IMS-10116-CVDP-90D5A5DA-D434-4BC5-8E0B-E7EBD35EE4B5,121
IMS-10116-CVDP-801F2937-CB20-4A2C-A4E2-54AE1924F5A9,349
IMS-10116-CVDP-252745F0-DD5C-4DB5-954B-747424F77C0B,259
IMS-10116-CVDP-A15A74B6-72B7-4CC7-A448-CC79B7E2A415,416
IMS-10116-CVDP-71536560-93A0-4253-BD4D-F6D080BA41BA,121
IMS-10116-CVDP-5A829264-55D3-4766-B827-5D1C4FC30E06,259
IMS-10116-CVDP-9055250F-16F5-432E-A488-75C6DC88F9B2,253
IMS-10116-CVDP-5302C0FD-17B1-4719-949B-FF4B64BDD01B,342
IMS-10036-CVDP-79A98B3D-A9CA-4CE6-8BA1-3A3D4C0A4BA0,264
IMS-10116-CVDP-47AEB41B-AA5B-47C0-AEF2-F8FBAE24BC04,564
IMS-10116-CVDP-FB64964E-C950-4603-99C2-0B1469141B4C,259
IMS-10116-CVDP-BFEA9CBF-09D7-4456-B0B2-3FAF21026037,259
IMS-10013-CVDP-F65DAB28-3D06-4204-BCD5-FAD846354798,76
IMS-10116-CVDP-ECA08B93-2482-4B1A-B3EC-9017C52A447A,256
IMS-10013-CVDP-E740BE39-63CA-49BC-8F93-D499265DE2E8,83
IMS-10116-CVDP-EF1C6A95-1CD0-4C5E-A7B3-787494CCD967,416
IMS-10116-CVDP-B6464A51-0EDC-4328-98D6-16A3588D3C1B,258
IMS-10116-CVDP-750C0FF9-BE65-4A70-94F0-1561C0CBE14D,252
IMS-10013-CVDP-22EAEB03-E7B3-4C3F-A1B0-DA21BC06E581,16
IMS-10116-CVDP-F313DC1E-C87D-45DC-A62D-7FA57F0FBD39,257
IMS-10036-CVDP-2C18A4C6-AA57-4C99-826B-58779F2BD607,267
IMS-10116-CVDP-596254B4-F9E6-4CC7-BA90-F2A6302A7479,259
IMS-10116-CVDP-9259ED36-FC40-4174-86CB-4D33B5C27A5D,259
IMS-10036-CVDP-1BF28F2E-8957-4876-865B-83BEE6795EC4,267
IMS-10116-CVDP-8363BF00-2357-4BBF-9F35-8EF1F781373E,413
IMS-10116-CVDP-367EC96F-22F6-4FD8-8D8E-F2C85A56EB12,493
IMS-10116-CVDP-2BC6C704-926E-486F-9447-992D14E2AC39,263
IMS-10013-CVDP-92E6A821-C556-4958-BB5C-0C93EE69C0DF,55
IMS-10116-CVDP-733354E7-7558-42C2-BCAE-0A015FCB8A27,403
IMS-10013-CVDP-6BB97AA0-9636-449E-9D4F-BD95CC0FC076,235
IMS-10013-CVDP-D3FA9AB2-DFCD-4E47-A9E2-9CEDD344C394,36
IMS-10116-CVDP-044C1FF7-BB11-4E87-A5AC-47E7DCDD9608,124
IMS-10116-CVDP-1395A2E7-E424-4E7D-859F-5D8733C9614E,251
IMS-10013-CVDP-E1060FD7-21FC-44F5-99AD-041A037A99B8,16
IMS-10013-CVDP-1A2F9D59-2A8A-4C4A-BB14-43464CA40B73,38
IMS-10116-CVDP-9E33171A-A694-4767-824A-1432F0BB4E81,785
IMS-10013-CVDP-237CC730-9103-4BB9-B26B-1CF8BCC801DE,115
IMS-10013-CVDP-4BF222B2-63A1-4DE7-9C88-EEE44C2F0D82,1272
IMS-10116-CVDP-98B20605-1D0F-46EA-845C-AF65F17FD4BE,610
IMS-10150-CVDP-96161173-37C4-40DE-9A18-D5233CAED2CF,87
IMS-10116-CVDP-0288914F-AA3E-4C1E-82BD-BCE55A65FBFE,339
IMS-10116-CVDP-20EF667C-F6AC-4A63-BFC4-5F4836817C99,126
IMS-10116-CVDP-31236781-8E4C-48BB-A5B3-C814CFF77176,332
IMS-10013-CVDP-36768DEB-E82E-4473-A06E-48DCCBEE0C6B,52
IMS-10116-CVDP-12330276-52B3-4FF1-BC56-BE0024BB145A,248
IMS-10116-CVDP-EAB1545F-CD04-4727-92CE-0D1628A46808,259
IMS-10224-CVDP-AA2992D7-9BB3-4080-9F8C-63522128FB97,762
IMS-10013-CVDP-0A30A54A-746E-4982-9C1E-7FA23E8FC605,34
IMS-10116-CVDP-F0DD5A89-FF3C-4444-974B-CB05EDD802FD,314
IMS-10591-CVDP-000032,108
IMS-10116-CVDP-4080DFDF-CFBA-4563-9223-85C5E15CDD3A,416
IMS-10116-CVDP-C3F4E849-5EEF-45DA-A4BB-D652D3263D95,251
IMS-10116-CVDP-98884DB9-4A0E-4826-977F-70D69D45E94D,848
IMS-10013-CVDP-090E4480-DDE6-4825-A28F-2965CA3EB9C8,23
IMS-10116-CVDP-FA408BD4-E5E9-4EE5-9F4A-1D6CE0C93AA1,561
IMS-10116-CVDP-BF1452CD-AD7C-4636-B76A-BAA7C5F5CB8D,121
IMS-10116-CVDP-25D21038-4393-40DB-B247-014C55033699,281
IMS-10116-CVDP-10D7C42F-5483-48C9-B958-78F3FB526C31,423
IMS-10013-CVDP-4C77E58C-6ED3-42F1-814A-F1B7EEDB62E1,661
IMS-10116-CVDP-A26957CD-297E-41A7-971E-5C6CA796B605,478
IMS-10116-CVDP-A43DD215-15F2-46F3-B19A-18B7DD6CD01C,259
IMS-10025-CVDP-00317,153
IMS-10116-CVDP-85FB3845-6016-4EEB-B679-BD437D318175,403
IMS-10116-CVDP-D9969373-E21E-499A-B6C4-0004DACE7FF5,84
IMS-10036-CVDP-6ACD0AE7-AE28-4E42-A750-632222E97168,305
IMS-10116-CVDP-A8DA0895-4556-442A-94B6-8D836A799D58,413
IMS-10116-CVDP-45C19EE5-474A-472A-A9D7-BD6435CC05C5,275
IMS-10116-CVDP-D58E584E-5CA7-4FF8-9F45-9E2F88588DC4,422
IMS-10116-CVDP-A73D3DAE-AAAF-4EE6-83F0-AFBFE9ACAF3F,1084
IMS-10116-CVDP-571C1FB3-01C5-4F61-BA9C-47E2D6C8C373,421
IMS-10116-CVDP-DE3C63D5-00EB-43F9-A962-1ED8105D59C7,257
IMS-10013-CVDP-B8CF476F-2493-4688-935D-C55C93DFE298,238
IMS-10116-CVDP-DC53D931-D7D8-406C-A74A-A3CFBAD553DE,257
IMS-10116-CVDP-EB0A6E08-B9B4-457C-9C4F-4583932F5A14,410
IMS-10036-CVDP-6FDFAAC7-09F0-4DC7-A63C-AC08883D23CB,84
IMS-10013-CVDP-8702FADD-D0CD-4ECD-B575-EC6E776F269D,32
IMS-10116-CVDP-CE0F1E0D-0F3D-4FFC-B3F0-EDDCD87D80D4,261
IMS-10013-CVDP-6AD7FEA8-789A-4B90-93DA-F3FE33726EC6,125
IMS-10116-CVDP-A7AF4CC3-61AD-4662-B239-5F5509A47E88,362
IMS-10116-CVDP-2E2BA38C-90CD-43C4-93A1-21E634E7A48C,1183
IMS-10116-CVDP-08ED78C2-2ECF-4723-91D6-C78ADB423DCD,259
IMS-10013-CVDP-57625A89-EC6E-4731-BB2D-51258EFCFFC7,257
IMS-10013-CVDP-AE158EBA-D5BD-4D78-9BBF-9FFA5DB2A9CD,110
IMS-10116-CVDP-6B3E9F34-0A58-46D3-96C1-3A48D936BA66,356
IMS-10116-CVDP-D19C9FF5-F920-4398-BF51-F7C9BD8DA50F,552
IMS-10013-CVDP-5F2B374B-5F3B-4353-966A-0A9502F3655B,133
IMS-10116-CVDP-37A064FF-7D38-468A-9CB1-693410FA6692,129
IMS-10116-CVDP-7F0B005D-F3BC-42F5-9604-45085E89C1D6,121
IMS-10116-CVDP-7A2E63B4-0C58-478A-BD0D-78EE580A64D7,490
IMS-10116-CVDP-3D1C1E7A-02FD-4323-886C-371CF6A32E8C,467
IMS-10036-CVDP-E29F36D6-AE1B-4BF5-888B-F173227E0438,953
IMS-10116-CVDP-E8534418-8AFC-4C86-AC5B-4176E704F4C0,254
IMS-10116-CVDP-93E4B1E9-7768-4F37-8532-3276AC9D5A49,398
IMS-10116-CVDP-4D5245CE-B2CA-4046-A15F-5CFAE7D8641F,121
IMS-10013-CVDP-AD390178-E949-48BB-BAB0-DDEB157D0483,257
IMS-10116-CVDP-31204087-7985-4F76-9263-3E0BE7837E5C,277
IMS-10116-CVDP-D1B4C9AA-7CCB-4694-87A8-726C3BE241BA,424
IMS-10013-CVDP-E3E0DC49-2DE8-4DEC-972E-DC6C1F615840,37
IMS-10116-CVDP-2A038CB0-F30C-4C53-9554-00E6A68E6399,257
IMS-10013-CVDP-3703D7BC-E4CF-4791-BF88-63184E2761D0,920
IMS-10116-CVDP-BC638F1F-1E0C-4511-BEBA-5847B31F7AC5,318
IMS-10036-CVDP-E3D25C4F-7442-4A40-A700-47BA22680D62,125
IMS-10013-CVDP-8A6F444F-892F-4212-A143-AF58C6BDB4C8,7
IMS-10013-CVDP-DABD3010-274E-48E8-97C6-1BB7DCDCC04B,44
IMS-10036-CVDP-7F50C020-51C1-4A3F-BD85-6EB9D01A857F,98
IMS-10116-CVDP-0AECF19F-792F-41DF-B597-D906EEF5CEE8,259
IMS-10116-CVDP-1B767648-68A5-4044-871E-AD255F500660,1413
IMS-10013-CVDP-5C0F2910-209A-4177-9BB6-1D36EB5B355E,41
IMS-10116-CVDP-B42C4E1D-48AD-4484-BF4D-9D1A4DE3CE05,446
IMS-10013-CVDP-3CC74565-819B-40F7-A578-E015DFCAC7CD,63
IMS-10116-CVDP-0D16F0F8-234F-4F2F-93FA-8F6CD6757032,275
IMS-10116-CVDP-B13CF983-0B04-4811-8A45-1A2390FE3DC9,259
IMS-10116-CVDP-55B0DD49-1251-4A5E-BA84-E8D12B3BEC74,258
IMS-10116-CVDP-CFFD773C-DE67-46A5-B821-CB5E56CEF093,259
IMS-10013-CVDP-887A02C2-2D69-4D5C-9F4F-8EC45264EBA2,29
IMS-10116-CVDP-73AE4420-9C84-44DB-B58C-F4171FE49695,997
IMS-10036-CVDP-8DDF3347-85D1-4BF5-8B8E-BC0CECF773F8,88
IMS-10116-CVDP-6C7A71ED-D739-4961-B0ED-9C5B93E6F26C,734
IMS-10116-CVDP-39F2259C-97CF-40B1-BAE3-124E439A2B12,418
IMS-10013-CVDP-CF2AF81C-0483-4EA2-A0DE-F2715070E199,6
IMS-10116-CVDP-6215C265-C999-4FD4-ABC2-68027A1604D2,636
IMS-10150-CVDP-5AEE8279-0C02-4E7F-84F8-A85FE0BBC0F8,283
IMS-10116-CVDP-447FA65A-0FFB-4774-AF9E-A971DA9AA2DB,644
IMS-10116-CVDP-CA78FD63-94C8-47EE-AFFB-54F59A16A822,251
IMS-10013-CVDP-1275322B-141D-475C-8621-C268BD43DCC9,661
IMS-10318-CVDP-F9A97FE5-6E46-46C6-94B2-2B6DB04FE515,11
IMS-10116-CVDP-30F56058-C84C-46EB-8C54-B8AB1344DCFD,259
IMS-10013-CVDP-C412B298-6FCE-408B-BFE7-2F83F6439930,815
IMS-10116-CVDP-5924645D-C543-4086-9058-A93169886C6C,259
IMS-10116-CVDP-D5AC644F-D11C-4182-B2E1-8785E6BF96AD,825
IMS-10116-CVDP-FD93480A-444D-4C28-A1BE-27E54061580D,886
IMS-10318-CVDP-F654BA3B-392B-42B9-947C-C44A4C3A272A,206
IMS-10020-CVDP-83DAC2C2-7329-4766-8066-7F937A4EFB24,106
IMS-10116-CVDP-C69D6A7E-3506-4170-9F97-9116BF8FDDC8,424
IMS-10013-CVDP-93CAFEF6-DC6F-4C0C-AF82-8E7B47EC04B7,31
IMS-10116-CVDP-709FB18B-6F57-468E-9586-7516AF0E06C7,253
IMS-10116-CVDP-315B881E-FC80-43A2-9B4B-82859B5C37FA,1946
IMS-10116-CVDP-52A7B98D-49DB-47E3-BD66-D0E2A048D9D7,701
IMS-10116-CVDP-D653E62A-EA75-4A1D-B249-C3ED91CE0A6E,121
IMS-10020-CVDP-82C80702-AA5A-4517-BE02-0708B2579C6C,41
IMS-10116-CVDP-2559C902-CDCF-47C0-AFC9-3559D79C99CE,416
IMS-10150-CVDP-AD055B12-071F-4B6E-B783-50D766EAE929,0
IMS-10116-CVDP-4843F139-DBB1-4248-B842-1170DFC0F534,421
IMS-10013-CVDP-BF515EC3-CBC8-420F-A3B6-DCBD7327AD52,33
IMS-10013-CVDP-5A167BE7-B632-4804-A534-903FFD619758,19
IMS-10013-CVDP-3BD5BE4B-ABF4-4038-A1C5-B77848B802E8,34
IMS-10116-CVDP-4ABD9856-9164-4D1F-B9E2-AFEC51038D6F,574
IMS-10116-CVDP-70871769-6F1F-4E59-BD09-CBDE76DF9268,721
IMS-10116-CVDP-3B24F968-85F2-47B7-9E00-9894033D2651,424
IMS-10116-CVDP-6FFC66F6-C2D8-4763-B211-CDD208D1A0F7,253
IMS-10013-CVDP-DB7F7B99-A6BA-4299-BFD2-38397F9B99E2,11
IMS-10116-CVDP-98C21C50-3530-4747-B225-C3A4528E88CC,413
IMS-10116-CVDP-C6AB27EA-0A51-4116-87AD-B192E5BEF43A,261
IMS-10013-CVDP-B2C6FACC-2624-4A99-80EC-B9A7C9FFA104,10
IMS-10116-CVDP-0E1BF50C-1D77-4FFD-9F7C-16F2BA794685,259
IMS-10116-CVDP-19AC0EDD-665E-4605-BE63-DC7906842F8F,253
IMS-10116-CVDP-74246B21-05C2-4D70-96B3-EE3C7C62DCE3,259
IMS-10116-CVDP-0B1543A9-4F4C-4AD0-9D98-C8D726B4AE96,724
IMS-10116-CVDP-D6259B79-D1DF-47BB-AD12-CC135AA22E5A,395
IMS-10013-CVDP-0614A143-B13B-4F58-8E57-DD0FCC12759B,35
IMS-10116-CVDP-58208A31-F94C-4ABA-A518-2432643D1B43,259
IMS-10013-CVDP-E0EACAD2-464F-4A02-9FB0-922630E5F60D,723
IMS-10116-CVDP-2D7EDFCE-1523-4EF9-B80B-8A53934A3C3E,259
IMS-10116-CVDP-5615D584-5B6D-43C3-B36E-2FA244027C4E,125
IMS-10116-CVDP-4057E52A-3391-4797-ABE7-0C8C7E8C9535,259
IMS-10116-CVDP-83DB8BDA-50DB-43F6-A205-F23A456A39F3,258
IMS-10116-CVDP-1AB9321F-BB6F-4F37-BA1D-51552364A9FA,416
IMS-10116-CVDP-F0D6BF3D-B03C-4F2E-97F1-B1F48ADBA9DA,471
IMS-10116-CVDP-801197AE-C361-4048-B5BE-2A67558D9989,259
IMS-10116-CVDP-93BED6E3-C426-46A2-9B52-52F1F6C29AD4,266
IMS-10116-CVDP-B52226FC-E9C5-4C99-9B54-39EB36926956,121
IMS-10116-CVDP-7F7F58C6-812D-4958-880C-65325C03ED1A,424
IMS-10116-CVDP-3CB0C352-215F-4D0C-B970-6F99269F1576,425
IMS-10224-CVDP-66181338-367D-465B-82A3-38788CF97711,850
IMS-10116-CVDP-CD4C6BBA-F0C6-490C-A412-0F4DF8098393,1274
IMS-10116-CVDP-612D1117-FC33-495A-863E-9C6C34AC0F18,416
IMS-10116-CVDP-FB4F8B99-1489-46E7-A39A-28ACC63584C3,373
IMS-10116-CVDP-F55D80CB-5C14-4076-9891-8DEB418E49FC,121
IMS-10116-CVDP-C564AD9C-9B1B-4DC7-9722-88E10570F5DD,259
IMS-10116-CVDP-B8C47E11-540F-4917-AA4F-D8A4821747FF,259
IMS-10116-CVDP-322CF097-C07B-42EE-BC7A-C5B4F6C6A295,385
IMS-10013-CVDP-8FA9466C-D4B6-48CC-9442-F4A318FD0C1C,246
IMS-10116-CVDP-45DD93DC-24D0-4BF6-A275-6742376D2612,853
IMS-10036-CVDP-79259062-51AF-40C1-8764-E736A1F53FA2,449
IMS-10116-CVDP-6FF76648-FE94-419C-B93A-3A20883BFB18,259
IMS-10116-CVDP-C060D08E-F27F-4F8B-881F-4035EF94F2DF,282
IMS-10116-CVDP-635F152F-9BE2-409A-AA50-29D28B302066,361
IMS-10116-CVDP-E07C1564-859D-4AC4-BD82-296F75AF8112,608
IMS-10116-CVDP-DCD50681-66B5-4DE3-A976-A00BFF304469,445
IMS-10116-CVDP-C91CD23B-18AD-40E0-8B40-20448066FD5E,321
IMS-10116-CVDP-0B5DCBA3-E522-454C-93E2-84A903ED7F93,339
IMS-10116-CVDP-DE7BD316-CA2B-4623-BC95-0DB06FCEB929,495
IMS-10116-CVDP-54B5A529-7AF7-4DFD-BD83-B7354AEF21E3,443
IMS-10013-CVDP-ED65D650-800D-4A05-846D-DCB98C8307C0,7
IMS-10036-CVDP-AF257552-0454-423B-BEF0-7428A39638E9,267
IMS-10013-CVDP-A3091031-9F71-463E-BAF1-E68A05CE050E,158
IMS-10036-CVDP-52AF0407-CBE3-4090-8A36-17EB20D78192,59
IMS-10116-CVDP-BC040FC4-D71D-4894-83B9-594D6B7F6602,351
IMS-10013-CVDP-2808AE8F-86CF-492C-8F44-7057C7074CF2,60
IMS-10116-CVDP-AA84565C-1074-4ED6-89E9-6720E22B0682,625
IMS-10116-CVDP-EF59D726-0F3F-4245-9048-47B9E3ECE7B4,702
IMS-10116-CVDP-93A42352-05D3-414F-A3C0-10B97D83C770,481
IMS-10116-CVDP-7A597459-818F-47D9-9334-A8EFC90CE40F,345
IMS-10116-CVDP-F7AD6093-4B1B-43FC-8F38-8B28355E61DA,259
IMS-10036-CVDP-E355AF08-48FA-4E36-A56A-092493282443,224
IMS-10013-CVDP-1E762F50-FBE9-4B65-872D-E0563DB2A105,14
IMS-10116-CVDP-142B3E82-C501-45A2-A847-A2CCD6A6AF58,251
IMS-10013-CVDP-D24EE423-8C3C-45A6-BDAF-91F19BA67678,43
IMS-10116-CVDP-A1C7591B-7B1C-44FF-B175-B45CEBA2FDFC,259
IMS-10013-CVDP-BE2376A4-7BD1-4B95-BFBB-085FE0C1C4F1,32
IMS-10116-CVDP-07AA0B6F-8C7A-4319-87D8-76F76D14FDE7,424
IMS-10116-CVDP-C49C041F-66F4-4A76-A5FA-7614C2B9712E,321
IMS-10116-CVDP-E8671CE3-E0C7-4B06-9D59-A46C5B71DFA6,1047
IMS-10116-CVDP-8A33591E-AAC2-41E3-80C6-DCDCEE555563,604
IMS-10116-CVDP-CF8F8DD5-DC3D-4F31-A7B7-97003437FC45,121
IMS-10116-CVDP-6A9F30CC-EC17-4155-BFEC-A76C08DC95A6,259
IMS-10116-CVDP-15B5FFAA-9C0F-4949-B866-CB0372876034,523
IMS-10013-CVDP-01496,38
IMS-10116-CVDP-E13C4033-1E7F-437A-B4F0-45C98568AA4C,445
IMS-10013-CVDP-E5C2976D-A90B-493B-BEFD-CC882FE9CEBA,37
IMS-10116-CVDP-6405ED5C-5772-4795-87AF-AFBF81A1C828,841
IMS-10116-CVDP-0630E5E2-16F2-404C-BCF1-60E437FE3551,378
IMS-10013-CVDP-3833E5B1-BBEB-49CB-A790-3EDA0D243CE6,41
IMS-10013-CVDP-4AD2794A-D42C-4666-AE1D-FE229E9ACF5B,30
