Accession,Number_of_N
IMS-10087-CVDP-353FD24F-526B-4CA2-879A-AE28B88A78BA,154
IMS-10116-CVDP-AC747E1E-3331-42B7-B1D8-B1855397FC62,416
IMS-10261-CVDP-462A9EF7-9CAE-434F-BE3D-F6579943D832,28
IMS-10013-CVDP-F37022D3-019A-44F3-BDD4-2B5697F057CF,212
IMS-10116-CVDP-6B346601-13E2-4C59-9E53-D38AED04ED4D,259
IMS-10116-CVDP-A1876E56-BF1D-42B2-8603-CA3228AF40DD,253
IMS-10087-CVDP-6499EEA4-7363-4B98-8A71-7298DDC00AC0,551
IMS-10186-CVDP-2C4B8A4B-2CEE-457E-AE7A-C6149A745C5C,23
IMS-10116-CVDP-2883A647-6080-4CEF-9A3A-747BDD7F0953,416
IMS-10087-CVDP-3DFEE610-04B2-4BE8-95B3-10C4860F98C2,125
IMS-10261-CVDP-4F83468A-568F-44CD-A6F0-286EBB775874,162
IMS-10280-CVDP-F7760B77-FD83-4A0E-B2C2-0BE1EF537009,1086
IMS-10087-CVDP-2E51437A-1FF4-4AC2-A2BB-88C3DA6AB553,578
IMS-10594-CVDP-7E4712F9-B930-484D-9144-B7D3F9AE3A58,85
IMS-10116-CVDP-ABC4302D-0A58-406D-BF12-A00C057DB7FE,259
IMS-10225-CVDP-1E8841A1-0407-47A0-923A-C18548D0C3F1,560
IMS-10186-CVDP-8C0A7597-17E5-4558-9061-956DD8E8D64B,689
IMS-10227-CVDP-4949CBB5-C386-4E5B-9AEC-041AFFA2396D,28
IMS-10186-CVDP-CBCC310A-8975-4311-8E85-DC712589F06C,470
IMS-10061-CVDP-78A65D00-5F8F-4407-B6D6-31FF0A4DF86F,5
IMS-10061-CVDP-19C9E035-8A71-421F-B65A-F545D2A5701D,113
IMS-10267-CVDP-F7055515-EE3C-47A2-94B2-3021912BB990,709
IMS-10186-CVDP-0241EFDF-5C97-4DB1-9194-A6B95B8CFA31,463
IMS-10186-CVDP-F11AA6B9-7310-42B7-A977-81E4FC9799CF,743
IMS-10013-CVDP-7CB84F3A-B887-4B23-9987-B3DF3208218A,30
IMS-10087-CVDP-CD7090DC-6641-4E56-A112-040DFB2AC1AB,115
IMS-10225-CVDP-8B413FFD-688A-4C5A-B7DF-1C7A54CFC9EB,221
IMS-10267-CVDP-D0BFEEF0-639C-4746-8DC7-78D16E92D606,383
IMS-10087-CVDP-41FF281B-A48C-4221-83F8-012CE3E6D1D9,831
IMS-10116-CVDP-B5A78A98-F753-44B3-B0C7-4115D898EE24,121
IMS-10261-CVDP-7E6DFC1D-4BB7-4465-B9FB-2BD615C137CC,423
IMS-10186-CVDP-FDFB5D8A-F41E-477D-B761-1A397BF15CF9,129
IMS-10186-CVDP-CB4B311B-781A-4332-BDB5-068D7A8A6EC8,692
IMS-10594-CVDP-13A43F84-E5CC-4A9D-91CC-CC439AC5C9C0,239
IMS-10013-CVDP-FE164215-9AE9-4D7A-8601-2331909F16B8,478
IMS-10267-CVDP-B0746DE6-DBCA-43A9-9D88-1D9734AC17CC,902
IMS-10186-CVDP-3C199B1D-C228-4666-8D6A-48E40BE363CF,924
IMS-10116-CVDP-BFE8F5A8-3EC7-4B56-BB27-2D674DC61B21,256
IMS-10227-CVDP-9FC6B2DF-51C3-422E-8343-93BBDBCF1520,7
IMS-10087-CVDP-0316C8AB-A3DF-4F31-B426-1DD9D11E75DD,424
IMS-10087-CVDP-5A8480BD-4875-4336-94E8-7592DB3BBBCF,597
IMS-10267-CVDP-D7396329-CC54-407A-A344-3EFF518C3D42,331
IMS-10227-CVDP-480CAA54-5B65-40F5-9D13-4E5281E8098F,261
IMS-10116-CVDP-8655F061-BBA7-4BC4-913F-3AE208DD8C2F,121
IMS-10267-CVDP-46014ACA-1BB9-454B-8393-A6494871C304,395
IMS-10116-CVDP-6BE514E9-AD85-4B7A-A62E-29F45ACE2A93,612
IMS-10186-CVDP-21CC93BE-3505-44CA-89FF-9B1CCB65EEE6,137
IMS-10186-CVDP-7A337468-AA3C-4C92-8F8C-EF14D9CBCDD7,895
IMS-10267-CVDP-D7720716-9DE6-4A2A-B068-487C4EC7BA69,391
IMS-10061-CVDP-0650E5D3-0121-4146-9D28-9EA4EBE49B05,0
IMS-10116-CVDP-D1702D6C-2C82-4630-ADBD-0A8D48A5630E,254
IMS-10087-CVDP-4D4761BD-F008-4668-A8E4-9F3746EA3951,1461
IMS-10186-CVDP-276E61C5-292F-45E4-AC7A-C01BABABAD69,254
IMS-10267-CVDP-7C06CD02-FC2E-4092-886C-6CC2867374D5,392
IMS-10116-CVDP-F2B4FDA9-1EC6-4F1A-AD4C-B5E20ECB2E98,226
IMS-10087-CVDP-CD4E7218-E8EA-4ABB-871D-0DB9F0C38165,308
IMS-10186-CVDP-273D7858-5F5C-4904-94CD-DE5046FBEF36,1228
IMS-10264-CVDP-D70993DF-042A-4369-B63D-B56955F7DFBA,297
IMS-10087-CVDP-4D6E8748-0DFF-4078-884E-CC1825DD51C9,81
IMS-10186-CVDP-13814BAD-0DD3-4110-82A5-A06062B9DDD3,1124
IMS-10225-CVDP-74EC67C4-494E-4683-B1DD-C55950CF584F,521
IMS-10186-CVDP-1187B1AC-0790-4911-9FFE-475FAB8C3455,1071
IMS-10116-CVDP-C6CD4D01-86B0-4070-A83B-7BBC851D1032,261
IMS-10186-CVDP-B24ADA0E-8D6D-40F6-867E-8AEFE3BCA602,18
IMS-10013-CVDP-F34EDC46-8FAF-4477-BC9B-B85680ADE714,414
IMS-10116-CVDP-5D4B440A-CEF0-43AD-AC4A-F9505C952584,208
IMS-10116-CVDP-0C8C5F28-E1C2-4464-9275-20281D329180,95
IMS-10020-CVDP-4E8FEDB3-18D4-484D-8262-604F18512193,153
IMS-10267-CVDP-F6D9D1AF-8230-48D6-9ED9-A7DA29F9C1A7,190
IMS-10186-CVDP-9AACEA4F-8924-4A6B-83E4-A92E64F84088,78
IMS-10116-CVDP-6F4AE108-E7E7-4FCF-9424-18D5434284D5,74
IMS-10013-CVDP-5C398928-131B-49E6-B858-A6F24A613E24,112
IMS-10020-CVDP-00463,73
IMS-10087-CVDP-8F683862-5D94-4C5B-850C-1864541037A1,388
IMS-10264-CVDP-3AC0BC56-D6C8-4719-BE10-29E98F845B89,255
IMS-10186-CVDP-FABF3587-3E12-4DC5-B277-6940510EA561,726
IMS-10267-CVDP-923E7A9E-79E0-423C-B026-D66AC8D14878,756
IMS-10116-CVDP-5D1193AC-558E-45D8-AB50-B00D4EF7736E,1798
IMS-10061-CVDP-9320630B-F695-4AFC-9497-6083D0AA476E,2
IMS-10267-CVDP-8FFC7262-E5AF-4A8A-9458-C08F8B72014C,197
IMS-10267-CVDP-D03F803F-485A-48DD-AF54-BEF48C00E297,637
IMS-10013-CVDP-26969E86-867E-4B1E-A100-2FECB15E4D48,39
IMS-10225-CVDP-F9372501-7055-48B6-9F4A-B9A4AB49D3BE,848
IMS-10594-CVDP-B6011C0B-36E8-4F13-98EF-86F6EBE36560,4
IMS-10013-CVDP-77BFD3A2-C062-4F71-BC89-0B78DD953BC1,384
IMS-10087-CVDP-5A9D61C5-B7D2-4F03-A91C-3725385104CF,594
IMS-10061-CVDP-A2585683-BCE7-40BA-BC64-0386AD691A99,0
IMS-10116-CVDP-4CF16041-AF3A-4786-9782-BB8E689D97B1,257
IMS-10225-CVDP-465001D4-5B5E-4718-9CE3-9C88CAE61A60,513
IMS-10013-CVDP-987757C7-8DCC-4AB9-B726-83767A4CF4DC,34
IMS-10087-CVDP-8D1F6C4A-8427-40E4-ABB0-FCD6CD2C9EB6,83
IMS-10116-CVDP-2A4BC43B-CF2B-4A70-85E7-D5F43F2CF1D8,908
IMS-10087-CVDP-998F7E15-E3C9-4E69-A5F9-F5C3AF082EDB,538
IMS-10116-CVDP-DD3AA1D7-446F-4B68-9114-F9D670B020B0,251
IMS-10116-CVDP-2ECA20B5-538D-4D15-96FF-3CF1D18BD317,259
IMS-10087-CVDP-61698ACA-04E8-4FE2-8EE5-9FD3C0E16BCB,41
IMS-10267-CVDP-A46A62BF-5B0B-4433-8B77-7F8821FB8D0C,661
IMS-10594-CVDP-0CE9F6BB-8BA8-4200-BF55-EEA6BCA4C0B0,587
IMS-10267-CVDP-20993672-2B7B-4EEA-AB8A-10D8DA39C39C,383
IMS-10267-CVDP-059FAA0D-7A85-4075-8DCA-F7E91439BB10,409
IMS-10264-CVDP-E49FCB1C-9948-4A96-8806-8B560B19D14D,147
IMS-10116-CVDP-F23CF133-F456-40BE-88AB-122F5929ED23,385
IMS-10087-CVDP-0EDCB8FD-D36D-4A2D-B724-AB4FA0E57E7B,216
IMS-10186-CVDP-00F29C95-B7B8-4903-B885-F032A008BC97,796
IMS-10087-CVDP-D48B2623-B600-420E-90B6-27EF22EE4D91,123
IMS-10186-CVDP-A34FC335-747B-4990-B34C-E7A81615F650,469
IMS-10087-CVDP-512B9999-D903-41D4-A94C-9D2EB07167EE,181
IMS-10186-CVDP-FEE48590-52DA-4659-97D9-DEF95F63D461,1162
IMS-10087-CVDP-44171500-A886-49F9-8874-FBC5AF966421,625
IMS-10116-CVDP-948A372C-A080-4ECF-95F1-319E5C6277E4,256
IMS-10116-CVDP-3344001B-DCC0-4CF4-9A8B-C390885B2EF9,690
IMS-10267-CVDP-175CCEB2-702D-4A81-A4EC-4CCE5AC0E145,219
IMS-10087-CVDP-8CE421DE-6D1B-4E09-ACA7-798EEE9D733B,92
IMS-10186-CVDP-6CDD3C36-C54F-4F63-B737-92499A609899,178
IMS-10267-CVDP-636E813E-2699-4BF3-8BEF-2B8D388D76A5,385
IMS-10261-CVDP-4B5770D0-0CD4-410C-BB47-12AA2AA845D9,461
IMS-10116-CVDP-AD409DDE-D903-48E0-8E0F-608CB6C39B05,714
IMS-10267-CVDP-F18915F2-3617-44C2-A4A1-44710DC22205,410
IMS-10087-CVDP-1111F21D-6E39-4798-B792-114F06E13090,504
IMS-10087-CVDP-A7774369-3BB7-4639-A9DA-7E65F9229BB5,574
IMS-10186-CVDP-BB62063A-2250-41BA-B6C8-BE3D48C8D86C,138
IMS-10341-CVDP-20F45139-4758-4717-ABCA-4589B7379DA6,272
IMS-10225-CVDP-F64FC6A1-7730-40ED-BC98-0A47CE87C41C,1260
IMS-10116-CVDP-661A6845-A525-4484-B5A9-2A5BB5400761,320
IMS-10186-CVDP-31D3E4DD-D1E6-4068-A502-BDC43916C00B,322
IMS-10267-CVDP-39D15540-A0F6-4716-8808-6D59515B765E,0
IMS-10227-CVDP-FE914079-705C-4C7B-92A3-D5A18B103463,231
IMS-10227-CVDP-6EF47B33-5DA5-4733-8640-AEF9217A5A4A,261
IMS-10186-CVDP-16AA7A1D-57A1-48F0-A9D8-59388428775B,33
IMS-10225-CVDP-1E593C4B-0DEB-450E-A0AA-7506B8A9C43B,2732
IMS-10087-CVDP-2A81BB18-65D6-47C8-8392-50A62EDA42BF,880
IMS-10227-CVDP-102956E5-2B33-4034-ADFE-D74F1BB2A53E,15
IMS-10087-CVDP-C24BB108-F351-4CCD-A858-95C297BC5C6A,175
IMS-10267-CVDP-80C167ED-CE1D-4732-A740-A9CA6630D0C5,459
IMS-10087-CVDP-001A709E-61F3-4674-9A0C-4F6324098F3C,102
IMS-10186-CVDP-6FD8FCC8-5749-4B1A-B209-933FC674CFFC,231
IMS-10116-CVDP-03827D82-9120-4785-AA74-9419F95EAFE0,399
IMS-10594-CVDP-8E4DF45C-2066-4076-B460-E3F9969A871F,562
IMS-10087-CVDP-2DD9207B-5A80-468F-AE51-444D328E810B,151
IMS-10116-CVDP-927BD51B-E3B3-4617-9879-1AF1E97D725F,254
IMS-10087-CVDP-BD12BE29-A559-4AB8-9737-8B21DCD7CB2B,1086
IMS-10116-CVDP-66065D23-B2A3-4274-B4DB-E6909EA67D4D,304
IMS-10186-CVDP-009F4876-2EED-488E-B77E-881A9407037F,69
IMS-10061-CVDP-57AC92C5-B1EC-46C0-AD53-54E6B79A9DE2,0
IMS-10087-CVDP-D535B7C3-DF60-442A-90F3-2784129598D4,443
IMS-10116-CVDP-AD8C021D-26AC-4862-9346-7D2257A1D9B4,259
IMS-10087-CVDP-09634D5E-9B7C-4EF9-8C3F-9BE802FED648,280
IMS-10087-CVDP-EBC1F726-96B2-4CE5-8562-E59C5EFCAD3B,943
IMS-10087-CVDP-6486476D-86F8-4F46-B770-A8F1499BBBBE,651
IMS-10013-CVDP-1B33C06B-199B-4C19-8679-831A6E210314,148
IMS-10116-CVDP-777AFA5F-77F9-4298-93CE-56D6603442AC,121
IMS-10186-CVDP-5B34AAB9-5E3E-4651-9244-7F86D939CA25,115
IMS-10225-CVDP-D001267B-0693-4FD0-86EF-C655172B2EFF,406
IMS-10087-CVDP-175CFA1E-6200-49D7-BFBB-BCC91A3F3C96,178
IMS-10227-CVDP-66125248-2EBD-4B9C-932D-84623231CB83,78
IMS-10087-CVDP-5E8AB6E7-6B76-41F6-B383-3FEB61526167,970
IMS-10186-CVDP-649CE21B-962B-49D6-A945-7021E4F6FC04,901
IMS-10116-CVDP-0C20C51D-E725-4AD8-B3E4-52BBC322A99A,102
IMS-10116-CVDP-8B33C3C0-4B2D-45E1-95A8-6FAFB7845577,399
IMS-10087-CVDP-1F6B9485-AA5D-4494-B0FD-88BC2BADD186,480
IMS-10061-CVDP-35499D59-481E-49CC-8E8D-F8A0E80BFA46,0
IMS-10267-CVDP-AFEB7F5D-3D78-4CF2-B7DC-16F3C1A766A9,555
IMS-10227-CVDP-E47B7279-ACDC-40EB-B49F-1F1B2768DBCA,209
IMS-10087-CVDP-DE6A725D-4626-4208-BDB3-D35ED3279BDC,127
IMS-10186-CVDP-C1AABE3A-5589-45B2-9145-12CEF9A3F52B,895
IMS-10594-CVDP-B3A3EE1B-892B-4DEF-A263-5DEA0AAF4143,1
IMS-10594-CVDP-D87DA30D-DCE7-4FFD-85C9-2738ACC5D9CB,1101
IMS-10087-CVDP-BA441084-C403-4571-B104-B82BA22BF001,1437
IMS-10087-CVDP-24F981C9-3C5D-4BBA-A48E-D7B5CDCE85D2,112
IMS-10087-CVDP-890D4AD2-3222-49C6-A468-0728BA469F90,760
IMS-10116-CVDP-5A660EF6-ADA9-4891-973D-D5195A3E54B1,259
IMS-10087-CVDP-62716E45-3A65-43F4-A134-72B20751E271,325
IMS-10261-CVDP-F915C6CC-2F3F-464E-8B11-DB103F7AD895,455
IMS-10013-CVDP-C273B250-196A-408A-8C01-9E1650E3660C,110
IMS-10594-CVDP-A98B8EE2-9136-419D-A18E-8C1C047BD398,9
IMS-10225-CVDP-15461CC1-D018-4913-92CD-238A5299D4FA,471
IMS-10267-CVDP-B2A80197-3A2A-4E6B-8EF6-7F73C9A11C5A,253
IMS-10087-CVDP-9CB60F11-3A4E-4C54-8C96-70EA47EC0C66,377
IMS-10186-CVDP-663B113A-9CEE-48D9-A661-F3114824AF89,47
IMS-10061-CVDP-2C6CEC28-D7E2-44C0-BC6E-27CDF2F15135,24
IMS-10087-CVDP-BD00F3A7-1F45-459E-AEBD-0C3F50680C2D,769
IMS-10013-CVDP-3688A7EA-3310-4694-86B9-529CA666E57E,34
IMS-10227-CVDP-EB1D52FB-BF10-4EBF-BEB8-44D4CEB12A99,45
IMS-10116-CVDP-B4A4BDBD-7458-4BCC-B175-79ADDB577CE0,77
IMS-10186-CVDP-B163604C-AEAD-4BB2-8A3C-192BCCFEC873,912
IMS-10225-CVDP-E14C52C8-ECDF-46FB-BFCA-2D23486905D7,322
IMS-10087-CVDP-A127508E-B613-4B43-AAD2-D881C64FEF56,127
IMS-10087-CVDP-7819759B-98AE-453B-BB12-E948E66CBA97,466
IMS-10225-CVDP-8BA1B031-73ED-4B60-910D-9E6A7D71ED9F,244
IMS-10225-CVDP-E668E86F-2FD6-467E-A14B-0FBEABD30FA3,883
IMS-10186-CVDP-92452CF5-C95E-400B-8BA3-222BA651C6EC,526
IMS-10267-CVDP-2F55A48C-792C-4F6F-A3A2-05CBFC80A89E,164
IMS-10186-CVDP-B2070560-5AA2-4C0D-97A9-8967B8AC0048,1038
IMS-10186-CVDP-C7D2F149-6C86-40AE-97A3-259FFC2AF7F9,344
IMS-10261-CVDP-0A2F24B5-683F-447E-9350-9E76435A8698,81
IMS-10186-CVDP-232A0A0F-A16E-42C9-A961-3556F13A1A6A,353
IMS-10264-CVDP-E2363E53-C7DB-447E-B3D4-A5FA8A40D3CA,172
IMS-10225-CVDP-84DA7117-6CAB-421C-962F-030E0E20B7D3,981
IMS-10225-CVDP-00431,37
IMS-10116-CVDP-16DA75D5-FC5B-4F9A-82E2-B30E265564F1,347
IMS-10261-CVDP-1357F4BA-7862-4E19-B262-0BDD1D0DDE59,1386
IMS-10087-CVDP-1AD7F136-50AB-4F36-8BE3-94110C968A2D,181
IMS-10013-CVDP-30E03835-82CF-4EE7-8709-A9B3CDD00694,285
IMS-10116-CVDP-7EB32644-1F19-4B4E-9F67-C05B389391A0,321
IMS-10087-CVDP-5243F01C-43FD-43AA-9D48-2650C073AD2E,129
IMS-10186-CVDP-F5760484-0D4D-43D5-8103-17BC4610D75E,90
IMS-10186-CVDP-38FBB0FF-82E4-44CE-A9ED-21017F15E443,579
IMS-10087-CVDP-2A5533BF-B595-4D0F-8B5D-49E66F8F00A0,133
IMS-10186-CVDP-DE219B23-05E9-413E-B5E0-44C73743D2ED,144
IMS-10267-CVDP-B0F5F6A5-FEFD-41D0-A20A-1F1EB0069EDE,379
IMS-10267-CVDP-DDCF7D54-5F03-4F35-9A24-B54DBF85F2ED,539
IMS-10186-CVDP-DBF95A99-3231-4602-BC51-4A55B51A7321,506
IMS-10087-CVDP-8659E134-A91F-4584-A749-72B2DE37EEDF,1381
IMS-10261-CVDP-00022,163
IMS-10225-CVDP-47A0A950-3E9E-4241-A6EF-22C1C28E14EE,939
IMS-10267-CVDP-80247F1E-9C4D-4867-878C-1D169ADC7AE7,340
IMS-10225-CVDP-261751E0-464D-4F23-A925-972172C7D22E,446
IMS-10261-CVDP-7F61AFF5-623C-464F-A8A4-DE4703DFE678,495
IMS-10116-CVDP-EF9B9D62-B39B-43C4-86EE-56FC475123D1,249
IMS-10116-CVDP-AED0F22F-D0F8-4412-AE3A-8267C4D75B6C,420
IMS-10267-CVDP-DB9AA4A7-A10D-43CB-82AF-E9E16615165F,439
IMS-10116-CVDP-B68BFB24-33B7-4068-B669-A57558973BE4,687
IMS-10087-CVDP-CD144899-4AC3-45F1-A31F-5306BD2C9C13,1094
IMS-10267-CVDP-BEAC6B4B-8473-4885-9ED5-CE01018B7C82,219
IMS-10341-CVDP-C14D84F8-F387-49DD-BA55-F8697D9447BD,101
IMS-10267-CVDP-15EA396E-BC58-43B7-AFE4-E9DF383EC420,315
IMS-10116-CVDP-E6B80821-72D6-4EDD-87BF-AA7F4254E031,950
IMS-10259-CVDP-743155BE-0610-43AE-ABB4-561CF9398A86,0
IMS-10225-CVDP-C9B269A2-F0EA-4C7E-A211-D1CF5A34DD62,827
IMS-10227-CVDP-E0E4FD4B-8690-4F58-B090-277F7310F663,0
IMS-10261-CVDP-050146B3-6728-4D8B-972C-6D1DF550D5B4,348
IMS-10594-CVDP-C59BF5C1-93F5-4B37-A50F-6C96DDD88CC2,639
IMS-10116-CVDP-DB9677FA-58E8-43FC-82CA-92F562C30ED4,690
IMS-10087-CVDP-88F4B24A-DF19-4A67-9ECE-A98F7B0A1626,81
IMS-10186-CVDP-BA7AEE4B-9297-4BD9-BE33-17DBFF0570B8,532
IMS-10261-CVDP-7C7B1212-2526-4565-85DB-9401588B9131,80
IMS-10061-CVDP-00355,278
IMS-10280-CVDP-7D76DE2A-5860-49AA-B64F-3B2E1025AC13,1088
IMS-10087-CVDP-3D95F2E1-C5B0-4DA9-BD68-A0FDE6E9237C,126
IMS-10116-CVDP-67A4231B-1979-4E4D-BAED-6335EC75E2EE,665
IMS-10116-CVDP-162CB5FF-4C1B-45F0-8774-5FEB14D74A47,547
IMS-10267-CVDP-86480CB3-8372-4E40-98A7-2E9C308FF099,763
IMS-10061-CVDP-295E5E81-522D-49A5-8C32-3C8603601559,0
IMS-10116-CVDP-DF317E55-6DB4-4DAA-9408-5938BE28F3FB,364
IMS-10186-CVDP-474C6CB2-2471-40DB-BF48-D387B48EBA3F,700
IMS-10116-CVDP-74053BFE-0B2B-467B-A6CF-260DC06200EC,257
IMS-10186-CVDP-B4CA57E9-BE05-46EC-856E-273B009AFA9E,363
IMS-10341-CVDP-6371088A-4EE9-45A5-BFBA-88B2622B606D,100
IMS-10061-CVDP-F32B9BFA-DC93-4FD4-9004-0A1D81DD0B61,285
IMS-10116-CVDP-25C49D43-551A-4AFA-A6D6-1930B5DF9363,259
IMS-10261-CVDP-98CE053B-8C5D-4436-B063-D729BB5E11AA,476
IMS-10061-CVDP-137E3E97-D5C9-4BD2-9C16-C846A2C16D93,0
IMS-10087-CVDP-DAB5635A-1EF6-4898-8E68-9B041726E699,350
IMS-10227-CVDP-6B0A4631-6E05-4A4A-BF46-E1C53D987567,2
IMS-10116-CVDP-918350B1-6879-406D-8010-7D156195A6BA,420
IMS-10116-CVDP-D9F4DF39-789F-467C-B4F7-ABCC4485A3F2,259
IMS-10116-CVDP-DCDF05FA-E873-4EB1-A44A-5B1FB8F93EAE,121
IMS-10261-CVDP-1D73200D-A1A6-44D2-B467-D3B8DC358572,752
IMS-10267-CVDP-0EE02255-CFCC-435B-ABEB-4DA3646DFA25,219
IMS-10116-CVDP-12DBCF20-4CC7-4494-94D4-14D8D58F724C,121
IMS-10186-CVDP-AABCFF7B-B7A0-4DDB-A420-DB1A6536D5D1,29
IMS-10087-CVDP-F525E76B-F64C-4C94-84DB-96A0AD13599F,128
IMS-10116-CVDP-E38A9F14-B126-4BAB-88BC-0D3852959C2E,253
IMS-10013-CVDP-20CBAA00-C020-4EF1-8347-DC0ACCCF7BC7,457
IMS-10227-CVDP-9AE29AA8-6629-46C6-BF2C-740F11E70BA4,164
IMS-10087-CVDP-110F1290-1B53-4456-BBB3-76DDFB01FF90,278
IMS-10087-CVDP-2FBB6347-63FA-4415-B380-902FF41CCB79,886
IMS-10087-CVDP-B17B095D-1C94-4C26-BE77-2260021C0199,81
IMS-10087-CVDP-7EF23008-7153-431A-B9FE-883C8C8CED6C,142
IMS-10267-CVDP-7ACFA1CC-D27B-4676-918B-83ECAC0AFB05,383
IMS-10186-CVDP-F14B8757-F87B-41BC-B384-5D5EC94EBDDB,147
IMS-10116-CVDP-1895B4B5-7972-4267-8601-BB610B1EEAC4,338
IMS-10186-CVDP-7CF0299F-F402-46D0-9F0E-DE70CB96A4F9,287
IMS-10061-CVDP-360A1AC1-BC50-410C-86C2-37E97191833F,291
IMS-10087-CVDP-D31C94BC-1D38-4CB4-B9AD-2CCCDAC3AD36,53
IMS-10087-CVDP-E80D7D2A-CAD0-4094-ABF5-8F60B1DF0F33,1291
IMS-10225-CVDP-6A5A89B2-D946-4328-9FAF-851D96693FB4,609
IMS-10227-CVDP-95A77D9C-96D1-44E2-8C59-4011D5CEE7B4,130
IMS-10087-CVDP-AF11E98A-E697-4971-9EE3-4C0A1F412F36,217
IMS-10116-CVDP-EA10916E-ABA9-4D0A-B6AC-28E5A7E73D6F,123
IMS-10116-CVDP-F150875F-7C64-4B3E-8491-9ABE0B1B9661,261
IMS-10087-CVDP-B5365480-6B3E-4996-8C38-66DA0EE5F33A,908
IMS-10087-CVDP-51945604-1D2C-49B0-BCF7-52AEA58B554B,1271
IMS-10116-CVDP-6314930F-031E-4D85-A07B-30A8B107E8C9,372
IMS-10227-CVDP-BC51644F-3B0F-4D9E-92FF-7BCE30C0A746,326
IMS-10227-CVDP-823D09D8-FB3C-46A1-9C7C-D5E46EAD929A,751
IMS-10186-CVDP-EEE618AB-623E-4838-9AFB-997104E7EE0D,437
IMS-10116-CVDP-E1D5D83F-F7CB-4DC6-876D-E92D075A5F39,418
IMS-10061-CVDP-CD1B3AC2-30D9-49DB-B182-7D3F12F04AA1,0
IMS-10013-CVDP-CF14AF21-D625-41ED-9C0F-C34482DDD560,18
IMS-10087-CVDP-D42A75F3-031A-4726-933A-F48C67E75F00,511
IMS-10116-CVDP-431EABD8-4FFB-4F58-BA0C-97D99EDAF2BA,257
IMS-10013-CVDP-B3F5FB2D-3EA8-4312-8ADA-129E3CA70004,435
IMS-10116-CVDP-C43A9BC5-D225-48D5-9974-F1FDEA8C57BE,423
IMS-10087-CVDP-E1CBE3E6-03B8-40FB-9339-C5E7AAC8C78F,288
IMS-10267-CVDP-A7651D94-6297-4F68-BA70-CBDF234E5BCB,378
IMS-10087-CVDP-921F652A-B226-4657-93DD-5A69C3F80D5A,185
IMS-10087-CVDP-616658ED-B7F5-404C-8394-E986EC10CA3C,123
IMS-10227-CVDP-772FBFF0-733A-4EE9-8BCA-89FCECC982EE,181
IMS-10087-CVDP-E4CB7B73-65E9-4085-A920-BDFAD30A716D,605
IMS-10116-CVDP-C02CF200-97C3-4414-92D9-2BB3D575968F,74
IMS-10061-CVDP-3624DAFA-4297-4A4B-9969-A84D7191498A,5
IMS-10261-CVDP-4CBFFB6B-4372-4111-A102-76767D9C29C5,662
IMS-10267-CVDP-71AC543D-E389-4253-84AD-14291689E66A,459
IMS-10261-CVDP-76C1A5A7-5AF5-4266-99C2-1163EFFEA32B,174
IMS-10267-CVDP-724D50B3-2AFB-4757-8AFC-50BC5EAD027B,356
IMS-10116-CVDP-95BB1ABF-131D-4BB5-AE1E-E0B773C8F10A,395
IMS-10186-CVDP-4A363796-E8A0-4876-A66C-4B924364DB6F,559
IMS-10061-CVDP-F416DDCC-45BE-4692-B9DF-D31EEFA10636,0
IMS-10186-CVDP-D9A04068-08B5-4D62-AC91-3D6F2BC550EB,495
IMS-10013-CVDP-191A0401-69E2-4D35-BDE7-1B02F5F01272,30
IMS-10013-CVDP-CB510C48-10A9-432E-B33C-E21495696434,414
IMS-10013-CVDP-644E01E0-A0A4-4F08-A51A-679D5B552FAD,31
IMS-10186-CVDP-447DA9E6-C097-498B-ABD0-E910FAD30BCF,321
IMS-10087-CVDP-078141E1-05B8-463B-87C6-88DB8284837E,125
IMS-10116-CVDP-194AEA2A-BEEB-41F5-B538-8DA25350B1EB,393
IMS-10087-CVDP-C8EA68D4-8358-4368-B3B8-0428DE2461ED,395
IMS-10116-CVDP-A2AC5C9F-2A97-4DDB-846F-E35120A6D519,878
IMS-10116-CVDP-2460A003-8A19-45A3-9956-C216EB1C028C,577
IMS-10013-CVDP-13259DEA-2C0D-4CF7-A4EA-F158E6323829,31
IMS-10116-CVDP-72E0F23A-91DC-4BF9-A921-1B4EC2E7C977,416
IMS-10061-CVDP-CD06B727-4C15-4B9B-83F0-7E227CB10F98,39
IMS-10186-CVDP-78077C9C-5FDB-451F-B953-E28708998A39,186
IMS-10594-CVDP-1A007542-5FC2-47BA-966B-DE4FA925B1C8,582
IMS-10116-CVDP-57378BA9-2D2A-4245-8B17-C08460F08D2B,121
IMS-10116-CVDP-52A543E3-8DF8-42B7-974E-E41DD934411B,434
IMS-10116-CVDP-11919B9C-4E36-4C93-BFFF-A64F08407169,259
IMS-10116-CVDP-F655872E-459F-45D7-B006-B70BE3B3298E,561
IMS-10267-CVDP-20B88DB0-45FB-482E-8F03-FF998F636A6D,371
IMS-10186-CVDP-E2F11AB8-93F5-47B4-9D7F-2C7B2D2A9F6B,510
IMS-10186-CVDP-0B2C04BE-68F4-49AE-BD42-EE55BBF24A24,66
IMS-10087-CVDP-2184A6D0-FC1C-433B-B06F-5D45090D1822,84
IMS-10186-CVDP-9889A9AC-F9EC-483C-807F-1906000F9FFE,749
IMS-10087-CVDP-4A0BE147-0968-46AC-87FD-CF927578328A,130
IMS-10227-CVDP-514930B5-FE2C-446E-9854-25B63BE49430,0
